repo,commit,file_path,language,has_defect,lines,function_count,class_count,import_count,export_count,avg_complexity,max_complexity,fan_in,fan_out,code_smell_count,has_test
"requests","61c324da43dd8b775d3930d76265538b3ca27bc1","setup.py","python",1,133,3,1,7,0,1.33,2,0,14,0,0
"requests","61c324da43dd8b775d3930d76265538b3ca27bc1","requests/api.py","python",0,158,8,0,1,0,4.88,20,7,13,1,0
"flask","b97165db75c6f4e99c3307b4a5a1f3b0d9f4de25","src/flask/cli.py","python",1,1069,29,2,33,0,5.59,18,18,220,14,0
"flask","b97165db75c6f4e99c3307b4a5a1f3b0d9f4de25","src/flask/json/tag.py","python",0,315,35,11,12,0,1.49,4,12,65,1,0
"bottle","62d7e076e1f7d10ed4d9e13314df32c6a1e80173","bottle.py","python",1,4585,353,67,68,0,3.42,31,319,1537,45,0
"bottle","2a743a302a71460bfe4c0b8b7cb99a306b0328c6","bottle.py","python",1,4584,353,67,68,0,3.42,31,319,1537,45,0
"bottle","3d0ace47fe8e5ac5177b49597bd8ff872ff08d7b","bottle.py","python",1,4581,353,67,68,0,3.41,31,319,1536,45,0
"bottle","011016ce30f92e450bd111b0c9844e93ebad5243","bottle.py","python",1,4579,353,67,68,0,3.4,31,318,1535,49,0
"bottle","2fa7afd35feb8f4c67699b670cc45556e93f62c2","bottle.py","python",1,4564,352,67,68,0,3.39,31,313,1548,49,0
"bottle","ee24927c458eeb4cae73939f0aaf788ab17c5ba5","bottle.py","python",1,4567,353,67,68,0,3.39,31,314,1549,49,0
"bottle","3b9e86527130682fb5029bef56c0328fb762a361","bottle.py","python",1,4573,354,67,68,0,3.36,31,318,1549,49,0
"bottle","7af7135965e6e02993fea89d8932a4bc713b6692","bottle.py","python",1,4668,364,68,82,0,3.37,31,324,1605,51,0
"bottle","1a6d99022f42b22bd42417a5e22c6511f049dd4a","bottle.py","python",1,4667,364,68,82,0,3.37,31,324,1604,51,0
"bottle","c60fcc30bcfe4f88c0eff77cccd5d7ae13a5ceb7","bottle.py","python",1,4667,364,68,82,0,3.37,31,324,1604,51,0
"bottle","87b2bf16d811f840ab7eaf589ad8c1784a230520","bottle.py","python",1,4663,363,68,82,0,3.37,31,323,1603,51,0
"bottle","397eb8373ed8a0dc73e62fafeedf0840c852623a","bottle.py","python",1,4663,363,68,82,0,3.37,31,323,1603,51,0
"bottle","c92516069e664efc9bac3746004402bd6f3cc9ec","bottle.py","python",1,4663,363,68,82,0,3.37,31,323,1603,52,0
"bottle","e6bc34b06f32d63c7517505c240c28a52e3ac990","bottle.py","python",1,4676,362,69,82,0,3.39,31,325,1608,54,0
"bottle","e6bc34b06f32d63c7517505c240c28a52e3ac990","setup.py","python",0,45,0,0,3,0,0,0,0,3,0,0
"bottle","90d749bef49120396ecc347ea67df98881157030","bottle.py","python",1,4675,362,69,82,0,3.39,31,325,1608,54,0
"bottle","02137987220dd9b311b2c589afc2d097c66bacb1","bottle.py","python",1,4669,360,69,82,0,3.4,31,325,1606,54,0
"bottle","a06a608c3d6c5be6c4419f7203e60f79d897f1ad","bottle.py","python",1,4668,360,69,82,0,3.4,31,325,1605,54,0
"bottle","11f36c4162d1dc5a0ae412fe612a0dda15f54deb","bottle.py","python",1,4658,357,68,81,0,3.42,31,325,1603,54,0
"bottle","98bf0d7e555ad0f6901280c9937b853f5c10bd54","bottle.py","python",1,4658,357,68,81,0,3.42,31,325,1604,54,0
"bottle","4780272623c309b3103ba821bcf846c1fa48babb","bottle.py","python",1,4658,357,68,81,0,3.42,31,325,1604,54,0
"bottle","3fdb8b2a2e0d1641374b53ef2b051fe7f54508b5","bottle.py","python",1,4418,344,65,81,0,3.38,31,305,1522,53,0
"bottle","fd78d672ebb362f0e5116ad7c0057da114b25b40","bottle.py","python",1,4417,344,65,81,0,3.38,31,305,1521,53,0
"bottle","8dbae77560a13f04c8a622b575c924ed9918d22d","bottle.py","python",1,4437,345,65,82,0,3.39,31,305,1529,53,0
"bottle","ca6762c559c5e71e0dff71dc97eb4c6b3ed9bbcd","bottle.py","python",1,4437,345,65,82,0,3.39,31,305,1529,53,0
"bottle","d1f2ab570d437184c025247a98ea4b6f3d5b8b6e","bottle.py","python",1,4432,344,65,81,0,3.39,31,305,1526,53,0
"bottle","5a6c620b2a51adad2591e0d161d392cb8c0d4c50","bottle.py","python",1,4430,344,65,80,0,3.39,31,305,1525,53,0
"bottle","b7a03a60f1d497009bc303d2f90b80b39c68dbf3","bottle.py","python",1,4430,344,65,80,0,3.39,31,305,1524,53,0
"bottle","b7a03a60f1d497009bc303d2f90b80b39c68dbf3","setup.py","python",0,42,0,0,3,0,0,0,0,3,0,0
"bottle","ae7a40b1c2db255dbb1aafd669a4b011bee7e674","bottle.py","python",1,4430,344,65,80,0,3.39,31,305,1524,53,0
"bottle","f9b1849db4dd724e36a93a1032be592193fba581","bottle.py","python",1,4426,344,65,80,0,3.39,31,305,1524,53,0
"bottle","b3fa1d687c3170416a3ada7d69715a9077b748a9","bottle.py","python",1,4428,343,65,79,0,3.4,31,300,1520,53,0
"bottle","aaee93a5b1dfc78cb9119797df5c766a53872c5b","bottle.py","python",1,4426,343,65,79,0,3.39,31,299,1517,53,0
"bottle","c84c57f6eaf329266d72fddfa524fb9b360d67ae","bottle.py","python",1,4426,343,65,79,0,3.39,31,299,1517,53,0
"bottle","48e9dfef69d94d1acabb46cd6976acfcc214377b","bottle.py","python",1,4425,343,65,79,0,3.39,31,299,1517,53,0
"bottle","5c52eb0c0b7f21836375b3584896094735171a9f","bottle.py","python",1,4423,343,65,79,0,3.39,33,298,1515,53,0
"bottle","d9903c7508294e10b932099afb1e7f108f9a9022","bottle.py","python",1,4408,342,65,79,0,3.37,33,291,1498,50,0
"bottle","07cce60ba1ed6aa4b4f7df47fdd1b0ec47d61fea","bottle.py","python",1,4422,343,66,80,0,3.36,30,292,1506,51,0
"bottle","5813b873a885094759178583f65cc0f0f2bc576b","bottle.py","python",1,4419,343,66,80,0,3.36,30,292,1506,51,0
"bottle","9fb3b05846b33e508545a26e424785e151d02323","bottle.py","python",1,4416,343,66,80,0,3.36,30,292,1506,51,0
"bottle","33d1b8359776a3777509bbcc4be0496c435c8e34","bottle.py","python",1,4412,343,66,80,0,3.35,29,291,1503,51,0
"bottle","5aeb2562de4c8133dcba8a8cf49b6ec90cd15d1f","bottle.py","python",1,4410,343,66,80,0,3.35,29,291,1504,50,0
"bottle","28793eb604578deb2b11cc1725a5d8985af711fe","bottle.py","python",1,4404,343,66,80,0,3.35,29,291,1504,50,0
"bottle","f748acbeca28526d8890a30efad9c1fc41d2fec3","bottle.py","python",1,4347,340,65,77,0,3.33,26,284,1479,50,0
"bottle","5fcbaca48241b331fbf403c98d2a9403ca1ae0cc","bottle.py","python",1,4343,339,65,77,0,3.35,26,283,1480,51,0
"bottle","f936dfaa7ca43551ba63d9a7b4b2a9a62ab9c0fb","bottle.py","python",1,4346,339,65,77,0,3.35,26,280,1480,53,0
"bottle","58882c718889533e2f848b70d9733c1474f8ed44","bottle.py","python",1,4318,338,65,77,0,3.34,26,267,1452,53,0
"bottle","fb62520401e752c7b320c40d215c545a03f8d756","bottle.py","python",1,4318,338,65,77,0,3.34,26,267,1452,53,0
"bottle","9752ca1bd464371db0217a0681cd67d9a7a8dcda","bottle.py","python",1,4197,337,65,77,0,3.26,26,267,1431,48,0
"bottle","eeaaef2733b75b6b98e5e6b781ab78b02f3bb220","bottle.py","python",1,4183,338,65,81,0,3.2,26,273,1415,43,0
"gson","ed2397502708ebaba53643e5c3d60e0974d7045f","gson/src/main/java/com/google/gson/stream/JsonReader.java","java",1,1916,47,1,10,0,7.62,42,136,210,44,0
"gson","ed2397502708ebaba53643e5c3d60e0974d7045f","gson/src/main/java/com/google/gson/ToNumberPolicy.java","java",0,114,5,0,6,0,2,3,2,27,2,0
"gson","abfef5e8455483b878a8dea14dd42fa55832a56c","proto/src/main/java/com/google/gson/protobuf/LegacyProtoTypeAdapterFactory.java","java",1,692,29,2,30,0,4.48,19,35,247,12,0
"gson","abfef5e8455483b878a8dea14dd42fa55832a56c","gson/src/main/java/com/google/gson/JsonElement.java","java",0,435,23,1,6,0,1.22,2,10,39,0,0
"gson","e9a0f401b6dfca67e5ed225ca0aa5e5fe99b88e2","gson/src/main/java/com/google/gson/stream/JsonReader.java","java",1,1892,47,1,10,0,7.55,42,133,201,41,0
"gson","e9a0f401b6dfca67e5ed225ca0aa5e5fe99b88e2","metrics/src/main/java/com/google/gson/metrics/BagOfPrimitivesDeserializationBenchmark.java","java",0,123,5,1,6,0,4.4,10,0,36,2,0
"gson","4dfae77af3d543bea2782f85a154cc070290f086","gson/src/main/java/com/google/gson/GsonBuilder.java","java",1,873,33,1,34,0,1.39,6,4,92,3,0
"gson","4dfae77af3d543bea2782f85a154cc070290f086","gson/src/main/java/com/google/gson/FieldNamingStrategy.java","java",0,41,0,0,1,0,0,0,0,1,0,0
"gson","7b8ce2b9f7faaa22893bb77140563e3c41afb4ab","metrics/src/main/java/com/google/gson/metrics/ParseBenchmark.java","java",1,431,25,14,30,0,2.24,14,4,86,4,0
"gson","7b8ce2b9f7faaa22893bb77140563e3c41afb4ab","gson/src/main/java/com/google/gson/FieldNamingPolicy.java","java",0,205,9,0,2,0,1.67,5,7,31,2,0
